,uid,price,suv_prob,vert_prob,sedan_prob,coupe_prob,hatchback_prob,window_damage_prob,door_damage_prob,bumper_damage_prob,hood_damage_prob,excellent_cond_prob,average_cond_prob,year,make,model_name,trim,mileage,title_status,transmission,engine_cylinders,displacement
565,7864874967,4750.0,0.47314453125,0.0531005859375,0.43310546875,0.035003662109375,0.86083984375,0.2288818359375,0.330810546875,0.1458740234375,0.48583984375,0.67529296875,0.420654296875,2006,Toyota,Corolla Matrix Hatchback,,175000,Clean,Automatic,4,1.8
566,7864827404,2900.0,0.305908203125,0.47900390625,0.76220703125,0.060546875,0.51611328125,0.4013671875,0.317626953125,0.111328125,0.1451416015625,0.72802734375,0.374267578125,150K (year not specified),,,,,clean,Automatic,4,1.8
567,7864802718,5500.0,0.681640625,0.297119140625,0.8388671875,0.11273193359375,0.60302734375,0.26123046875,0.132568359375,0.415771484375,0.263671875,0.69091796875,0.673828125,2007,Toyota,Corolla,,113708,clean,Automatic,,
568,7864770532,12800.0,0.82421875,0.310546875,0.525390625,0.056060791015625,0.84033203125,0.27392578125,0.249755859375,0.222412109375,0.493408203125,0.55419921875,0.61083984375,2015,Toyota,Corolla,LE PLUS,,Clean,Automatic,,
569,7864694436,6500.0,0.2493896484375,0.16357421875,0.90673828125,0.0235595703125,0.501953125,0.499267578125,0.2509765625,0.0299224853515625,0.138427734375,0.611328125,0.271240234375,2012,Toyota,Corolla,,,Clean,,,
570,7864681669,15000.0,0.7763671875,0.098388671875,0.41552734375,0.2288818359375,0.60546875,0.41015625,0.255126953125,0.388916015625,0.52001953125,0.705078125,0.77294921875,2017,Toyota,Corolla,LE,46000,clean,,4,
571,7864678379,6900.0,0.7275390625,0.2357177734375,0.73095703125,0.036163330078125,0.541015625,0.0787353515625,0.198486328125,0.51513671875,0.391845703125,0.75732421875,0.7236328125,2012,Toyota,Corolla S,S,,clean,Automatic,4,
572,7864491932,2500.0,0.5751953125,0.452880859375,0.81689453125,0.07073974609375,0.58740234375,0.17236328125,0.34814453125,0.196533203125,0.3095703125,0.662109375,0.802734375,1999,Toyota,Corolla,,182000,clean,Automatic,4,
573,7864286808,5800.0,0.54833984375,0.1832275390625,0.62353515625,0.12042236328125,0.87548828125,0.5849609375,0.26025390625,0.1563720703125,0.4326171875,0.72705078125,0.8056640625,2013,Toyota,Corolla,S Sedan 4D,137290,branded/ salvage,"Automatic, 4-Spd",4,1.8
574,7864275697,5999.0,0.6591796875,0.437255859375,0.495361328125,0.0860595703125,0.58056640625,0.58740234375,0.340087890625,0.07452392578125,0.29296875,0.8076171875,0.31689453125,unknown,,,,80000,branded/salvage,unknown,unknown,unknown
575,7864274210,2000.0,0.37255859375,0.351318359375,0.471435546875,0.0692138671875,0.63623046875,0.1441650390625,0.11737060546875,0.084716796875,0.30517578125,0.69140625,0.2283935546875,2004,Toyota,Corolla LE,LE,210000,Clean,Automatic,4,
576,7864246874,20500.0,0.60302734375,0.58935546875,0.51611328125,0.1591796875,0.814453125,0.50244140625,0.31787109375,0.367919921875,0.415771484375,0.6259765625,0.275634765625,2022,Toyota,Corolla Hybrid LE Sedan,LE,69000,clean,Automatic,,
577,7864246211,7500.0,0.67138671875,0.421142578125,0.736328125,0.113037109375,0.677734375,0.452392578125,0.52392578125,0.049835205078125,0.404541015625,0.705078125,0.490966796875,2012,Toyota,Corolla,,,clean,,,
578,7864138075,12500.0,0.43603515625,0.52392578125,0.54736328125,0.09759521484375,0.8447265625,0.31787109375,0.6982421875,0.07281494140625,0.26416015625,0.4599609375,0.38232421875,2016,Toyota,Corolla LE,LE,119000,clean,Automatic,4,1.8
579,7864047866,4000.0,0.193603515625,0.5205078125,0.796875,0.07000732421875,0.62060546875,0.20068359375,0.320556640625,0.0709228515625,0.88330078125,0.57666015625,0.78076171875,,,,,,clean,,,
580,7863968591,12000.0,0.1768798828125,0.5380859375,0.29638671875,0.156494140625,0.90673828125,0.52099609375,0.261962890625,0.449951171875,0.420166015625,0.296875,0.28662109375,2018,Toyota,Corolla SE,SE,120220,clean,Manual,,
581,7863963723,3500.0,0.41064453125,0.143798828125,0.59912109375,0.0272674560546875,0.76025390625,0.339599609375,0.314208984375,0.055816650390625,0.45849609375,0.61328125,0.251708984375,2006,Toyota,Corolla,LE,,,,,
582,7863920399,3400.0,0.3125,0.066650390625,0.8740234375,0.05908203125,0.29541015625,0.1494140625,0.06842041015625,0.16162109375,0.31640625,0.7587890625,0.25439453125,2003,Toyota,Corolla le,,185000,salvage,,,
583,7863811063,2275.0,0.2919921875,0.341552734375,0.8740234375,0.12237548828125,0.34130859375,0.094970703125,0.07281494140625,0.022430419921875,0.04290771484375,0.7724609375,0.359130859375,2025,Corolla,,,195000,,,,
584,7863766890,4600.0,0.53857421875,0.658203125,0.70263671875,0.0428466796875,0.41357421875,0.50341796875,0.155029296875,0.1361083984375,0.377197265625,0.6767578125,0.6982421875,2008,Toyota,Corolla LE,LE,,Clean Title,,,
585,7863688812,900.0,0.85986328125,0.312255859375,0.701171875,0.0970458984375,0.46044921875,0.10009765625,0.1134033203125,0.49755859375,0.2139892578125,0.556640625,0.31396484375,1997,Toyota,Corolla DX,DX,207000,branded/salvage,,,
586,7863637024,1300.0,0.35986328125,0.10638427734375,0.71044921875,0.0411376953125,0.69580078125,0.2152099609375,0.06463623046875,0.1685791015625,0.371337890625,0.46923828125,0.3603515625,2004,Toyota,Corolla S,,293000,clean,,,
587,7863527476,3500.0,0.7509765625,0.10931396484375,0.8369140625,0.092041015625,0.37060546875,0.24609375,0.2364501953125,0.1011962890625,0.34228515625,0.69775390625,0.6142578125,,,,,,,,,
588,7863350448,12500.0,0.43603515625,0.52392578125,0.54736328125,0.09759521484375,0.8447265625,0.31787109375,0.6982421875,0.07281494140625,0.26416015625,0.4599609375,0.38232421875,2016,Toyota,Corolla,LE,119000,clean,Automatic,4,1.8
589,7863127788,12000.0,0.1787109375,0.303955078125,0.294677734375,0.09332275390625,0.90673828125,0.521484375,0.26220703125,0.4462890625,0.419677734375,0.29931640625,0.290771484375,2018,Toyota,Corolla SE,SE,120220,Clean,,,
590,7862328100,4500.0,0.5791015625,0.12347412109375,0.73583984375,0.199462890625,0.52734375,0.30517578125,0.5693359375,0.353515625,0.72314453125,0.5654296875,0.72998046875,2011,Toyota,Corolla,,210527,clean,,,
591,7862263507,2500.0,0.08673095703125,0.12225341796875,0.736328125,0.020599365234375,0.29345703125,0.10675048828125,0.055389404296875,0.10028076171875,0.59375,0.390380859375,0.141357421875,,,,,200000,branded/salvage,Automatic,,
592,7862134433,3750.0,0.454833984375,0.1400146484375,0.91796875,0.069091796875,0.525390625,0.4111328125,0.191162109375,0.3994140625,0.178466796875,0.7333984375,0.34521484375,2007,Toyota,Corolla,LE,180000,Clean,,,
593,7862078217,9000.0,0.6484375,0.1986083984375,0.365234375,0.056365966796875,0.77783203125,0.1986083984375,0.137451171875,0.11322021484375,0.469970703125,0.625,0.75537109375,,,,,0,clean,,0,0.0
594,7862069594,4700.0,0.53564453125,0.367919921875,0.82080078125,0.035552978515625,0.415283203125,0.3837890625,0.29443359375,0.10205078125,0.1708984375,0.6337890625,0.280029296875,2003,Toyota,Corolla,,160000,clean,automatic,4,
595,7861851302,4545.0,0.90283203125,0.128662109375,0.537109375,0.055389404296875,0.341552734375,0.2269287109375,0.5654296875,0.07843017578125,0.10235595703125,0.75537109375,0.398193359375,2006,Scion,XB,,,clean,Manual,,
596,7861609276,8500.0,0.69677734375,0.426513671875,0.677734375,0.1282958984375,0.8681640625,0.1561279296875,0.20361328125,0.0298004150390625,0.07611083984375,0.69384765625,0.274169921875,1978,Toyota,Corolla,,106000,,Manual,,
597,7861598580,6200.0,0.580078125,0.329833984375,0.422607421875,0.057586669921875,0.875,0.178466796875,0.146728515625,0.1265869140625,0.3662109375,0.72314453125,0.7861328125,2009,Toyota,Corolla,,173776,salvage,automatic,,
598,7861281717,8500.0,0.83837890625,0.1854248046875,0.424560546875,0.06927490234375,0.6865234375,0.5703125,0.302490234375,0.59326171875,0.283935546875,0.7548828125,0.1436767578125,2015,Toyota,Corolla,LE,,branded/salvage,,,
599,7861197580,4500.0,0.1405029296875,0.31396484375,0.66650390625,0.043548583984375,0.64404296875,0.499267578125,0.51806640625,0.47119140625,0.355712890625,0.60986328125,0.484130859375,1999,Toyota,corolla,,79756,clean,,4,
